Geo Point;Geo Shape;TYP
47.4232534528,9.37037896559;"{""type"": ""Point"", ""coordinates"": [9.370378965585823, 47.423253452836434]}";Beleuchtungsmast
47.4236136639,9.37083622583;"{""type"": ""Point"", ""coordinates"": [9.370836225833946, 47.42361366393012]}";Beleuchtungsmast
47.4379509719,9.41962570051;"{""type"": ""Point"", ""coordinates"": [9.4196257005113, 47.43795097189861]}";Kandelaberleuchte
47.4385325981,9.40757008614;"{""type"": ""Point"", ""coordinates"": [9.407570086142593, 47.43853259806504]}";Kandelaberleuchte
47.4390480321,9.4074574523;"{""type"": ""Point"", ""coordinates"": [9.407457452301403, 47.43904803213853]}";Kandelaberleuchte
47.4278618074,9.39148344559;"{""type"": ""Point"", ""coordinates"": [9.39148344558788, 47.42786180735959]}";Kandelaberleuchte
47.4233455141,9.37049546175;"{""type"": ""Point"", ""coordinates"": [9.37049546174969, 47.423345514099964]}";Seilleuchte
47.4283412347,9.37054282827;"{""type"": ""Point"", ""coordinates"": [9.37054282827114, 47.428341234669496]}";Kandelaberleuchte
47.4250794661,9.40262169908;"{""type"": ""Point"", ""coordinates"": [9.402621699078532, 47.42507946612407]}";Kandelaberleuchte
47.4246297186,9.37520104196;"{""type"": ""Point"", ""coordinates"": [9.375201041956606, 47.42462971864278]}";Wandleuchte
47.4219057309,9.34733110001;"{""type"": ""Point"", ""coordinates"": [9.347331100008379, 47.421905730906765]}";Kandelaberleuchte
47.4257285551,9.40321272714;"{""type"": ""Point"", ""coordinates"": [9.403212727138376, 47.425728555092896]}";Kandelaberleuchte
47.4478887901,9.40401909255;"{""type"": ""Point"", ""coordinates"": [9.404019092545665, 47.44788879006124]}";Kandelaberleuchte
47.4243418529,9.37166393854;"{""type"": ""Point"", ""coordinates"": [9.371663938536326, 47.42434185291145]}";Kandelaberleuchte
47.4244471511,9.37164456829;"{""type"": ""Point"", ""coordinates"": [9.371644568285545, 47.42444715111143]}";Kandelaberleuchte
47.4040657513,9.31692666455;"{""type"": ""Point"", ""coordinates"": [9.316926664547115, 47.40406575134986]}";Kandelaberleuchte
47.4098193482,9.33464256016;"{""type"": ""Point"", ""coordinates"": [9.334642560162802, 47.409819348155416]}";Kandelaberleuchte
47.4231862788,9.37106692128;"{""type"": ""Point"", ""coordinates"": [9.371066921277627, 47.42318627883438]}";Kandelaberleuchte
47.4203636442,9.34650853684;"{""type"": ""Point"", ""coordinates"": [9.346508536838575, 47.42036364423982]}";Kandelaberleuchte
47.4235014469,9.36889731379;"{""type"": ""Point"", ""coordinates"": [9.368897313789113, 47.42350144692564]}";Kandelaberleuchte
47.423407861,9.36872555894;"{""type"": ""Point"", ""coordinates"": [9.368725558939452, 47.4234078610466]}";Kandelaberleuchte
47.4205817938,9.3495944322;"{""type"": ""Point"", ""coordinates"": [9.349594432195282, 47.42058179384354]}";Kandelaberleuchte
47.4115573188,9.36739952414;"{""type"": ""Point"", ""coordinates"": [9.3673995241357, 47.41155731876948]}";Kandelaberleuchte
47.4032994511,9.33577700243;"{""type"": ""Point"", ""coordinates"": [9.335777002434938, 47.403299451100175]}";Kandelaberleuchte
47.4239415009,9.36933357912;"{""type"": ""Point"", ""coordinates"": [9.369333579122289, 47.42394150091562]}";Kandelaberleuchte
47.417715739,9.36389692625;"{""type"": ""Point"", ""coordinates"": [9.363896926251831, 47.41771573900449]}";Kandelaberleuchte
47.4185736879,9.36501551813;"{""type"": ""Point"", ""coordinates"": [9.365015518129601, 47.418573687906544]}";Unbekannt
47.4150265059,9.35951877959;"{""type"": ""Point"", ""coordinates"": [9.359518779587042, 47.41502650593373]}";Kandelaberleuchte
47.4276445599,9.37329111896;"{""type"": ""Point"", ""coordinates"": [9.373291118956773, 47.427644559909204]}";Kandelaberleuchte
47.4243917243,9.37152053998;"{""type"": ""Point"", ""coordinates"": [9.371520539976485, 47.424391724285144]}";Kandelaberleuchte
47.4228646232,9.36956440073;"{""type"": ""Point"", ""coordinates"": [9.369564400728995, 47.42286462321766]}";Kandelaberleuchte
47.4149034776,9.35973004033;"{""type"": ""Point"", ""coordinates"": [9.359730040330138, 47.41490347762152]}";Kandelaberleuchte
47.4262410808,9.40455571192;"{""type"": ""Point"", ""coordinates"": [9.404555711919395, 47.426241080833634]}";Kandelaberleuchte
47.4358184007,9.39475140569;"{""type"": ""Point"", ""coordinates"": [9.39475140569331, 47.43581840072183]}";Kandelaberleuchte
47.4269370838,9.40371801224;"{""type"": ""Point"", ""coordinates"": [9.403718012241807, 47.42693708375751]}";Kandelaberleuchte
47.4151566493,9.39224715123;"{""type"": ""Point"", ""coordinates"": [9.392247151228286, 47.415156649341995]}";Unbekannt
47.4151598774,9.3923088;"{""type"": ""Point"", ""coordinates"": [9.392308800002805, 47.41515987743111]}";Unbekannt
47.4139490139,9.34587715798;"{""type"": ""Point"", ""coordinates"": [9.345877157979471, 47.41394901388062]}";Unbekannt
47.4256176125,9.40200508248;"{""type"": ""Point"", ""coordinates"": [9.402005082475931, 47.42561761249853]}";Kandelaberleuchte
47.426189125,9.3748165437;"{""type"": ""Point"", ""coordinates"": [9.374816543698346, 47.426189125019114]}";Wandleuchte
47.410164038,9.36709879906;"{""type"": ""Point"", ""coordinates"": [9.367098799063353, 47.410164038007686]}";Unbekannt
47.4202827733,9.35407671296;"{""type"": ""Point"", ""coordinates"": [9.354076712957987, 47.4202827733323]}";Kandelaberleuchte
47.4253099104,9.37741408166;"{""type"": ""Point"", ""coordinates"": [9.377414081655703, 47.425309910425966]}";Wandleuchte
47.4252016082,9.37739308985;"{""type"": ""Point"", ""coordinates"": [9.377393089846626, 47.42520160824499]}";Wandleuchte
47.4253181901,9.37818325926;"{""type"": ""Point"", ""coordinates"": [9.378183259261782, 47.425318190064935]}";Wandleuchte
47.4248125281,9.37871584422;"{""type"": ""Point"", ""coordinates"": [9.378715844219546, 47.42481252808171]}";Wandleuchte
47.3967981405,9.29518989597;"{""type"": ""Point"", ""coordinates"": [9.295189895965251, 47.396798140543424]}";Kandelaberleuchte
47.3970082107,9.29557421216;"{""type"": ""Point"", ""coordinates"": [9.295574212161169, 47.3970082106837]}";Kandelaberleuchte
47.3972469325,9.29592108284;"{""type"": ""Point"", ""coordinates"": [9.295921082835056, 47.39724693247767]}";Kandelaberleuchte
47.3974478528,9.29638261084;"{""type"": ""Point"", ""coordinates"": [9.296382610840238, 47.39744785284265]}";Kandelaberleuchte
47.3976364973,9.29700829544;"{""type"": ""Point"", ""coordinates"": [9.29700829544016, 47.397636497306245]}";Kandelaberleuchte
47.3996117522,9.30090306816;"{""type"": ""Point"", ""coordinates"": [9.300903068157467, 47.399611752167615]}";Kandelaberleuchte
47.4270114359,9.37512157007;"{""type"": ""Point"", ""coordinates"": [9.3751215700706, 47.42701143590917]}";Wandleuchte
47.4271583255,9.37508071712;"{""type"": ""Point"", ""coordinates"": [9.375080717124312, 47.42715832546103]}";Wandleuchte
47.4426115751,9.39506388167;"{""type"": ""Point"", ""coordinates"": [9.395063881668959, 47.44261157507111]}";Seilleuchte
47.4211771032,9.36744924652;"{""type"": ""Point"", ""coordinates"": [9.367449246522384, 47.421177103242044]}";Unbekannt
47.4213764689,9.36823846685;"{""type"": ""Point"", ""coordinates"": [9.36823846685334, 47.42137646891815]}";Unbekannt
47.4216332479,9.3682772307;"{""type"": ""Point"", ""coordinates"": [9.368277230702216, 47.42163324790646]}";PLS Mast
47.4216935116,9.36849472394;"{""type"": ""Point"", ""coordinates"": [9.368494723936747, 47.421693511628604]}";Unbekannt
47.4219584418,9.3695562464;"{""type"": ""Point"", ""coordinates"": [9.369556246400817, 47.42195844184601]}";Unbekannt
47.410208313,9.31357964435;"{""type"": ""Point"", ""coordinates"": [9.31357964435032, 47.410208313012575]}";Deckenleuchte
47.4399514587,9.37420796077;"{""type"": ""Point"", ""coordinates"": [9.374207960773141, 47.43995145869936]}";Unbekannt
47.4038533399,9.3388379207;"{""type"": ""Point"", ""coordinates"": [9.338837920703174, 47.403853339920545]}";Deckenleuchte
47.4358355368,9.39474874528;"{""type"": ""Point"", ""coordinates"": [9.394748745284543, 47.43583553684814]}";Kandelaberleuchte
47.4356848257,9.39094302581;"{""type"": ""Point"", ""coordinates"": [9.390943025808154, 47.435684825653446]}";Kandelaberleuchte
47.4311480764,9.38535089361;"{""type"": ""Point"", ""coordinates"": [9.385350893606033, 47.431148076393484]}";Kandelaberleuchte
47.4314490249,9.38607007955;"{""type"": ""Point"", ""coordinates"": [9.386070079552049, 47.43144902485168]}";Kandelaberleuchte
47.4347484813,9.38338233491;"{""type"": ""Point"", ""coordinates"": [9.383382334907012, 47.43474848127232]}";Kandelaberleuchte
47.4347260675,9.38052538886;"{""type"": ""Point"", ""coordinates"": [9.380525388860114, 47.43472606745245]}";Kandelaberleuchte
47.4350682849,9.38126665464;"{""type"": ""Point"", ""coordinates"": [9.38126665464272, 47.43506828486769]}";Kandelaberleuchte
47.4336742862,9.38047010363;"{""type"": ""Point"", ""coordinates"": [9.380470103629593, 47.43367428621921]}";Kandelaberleuchte
47.4345999422,9.38214142125;"{""type"": ""Point"", ""coordinates"": [9.382141421247265, 47.43459994215435]}";Kandelaberleuchte
47.4349251887,9.3839565307;"{""type"": ""Point"", ""coordinates"": [9.383956530700326, 47.43492518870214]}";Kandelaberleuchte
47.435054896,9.38434620086;"{""type"": ""Point"", ""coordinates"": [9.384346200857111, 47.43505489600746]}";Kandelaberleuchte
47.4365627327,9.38391571061;"{""type"": ""Point"", ""coordinates"": [9.383915710605217, 47.43656273269355]}";Kandelaberleuchte
47.4293375263,9.37885202216;"{""type"": ""Point"", ""coordinates"": [9.378852022156659, 47.42933752632467]}";Inselpfosten
47.4295834578,9.38042046711;"{""type"": ""Point"", ""coordinates"": [9.380420467114378, 47.429583457751534]}";Kandelaberleuchte
47.4303236725,9.38108012928;"{""type"": ""Point"", ""coordinates"": [9.381080129275194, 47.430323672484874]}";Kandelaberleuchte
47.4297673904,9.38080537258;"{""type"": ""Point"", ""coordinates"": [9.38080537258488, 47.42976739041178]}";Kandelaberleuchte
47.427018814,9.36515502326;"{""type"": ""Point"", ""coordinates"": [9.365155023262867, 47.42701881398573]}";Kandelaberleuchte
47.4275755469,9.36438820618;"{""type"": ""Point"", ""coordinates"": [9.364388206180323, 47.427575546878145]}";Kandelaberleuchte
47.428579862,9.3645583352;"{""type"": ""Point"", ""coordinates"": [9.364558335195529, 47.42857986197326]}";Kandelaberleuchte
47.4281528202,9.36538796556;"{""type"": ""Point"", ""coordinates"": [9.365387965559108, 47.42815282015057]}";Kandelaberleuchte
47.4365166624,9.38236992243;"{""type"": ""Point"", ""coordinates"": [9.382369922432638, 47.436516662400244]}";Kandelaberleuchte
47.4355991506,9.38173670783;"{""type"": ""Point"", ""coordinates"": [9.381736707832005, 47.43559915063497]}";Kandelaberleuchte
47.4353803129,9.39246619646;"{""type"": ""Point"", ""coordinates"": [9.392466196460813, 47.435380312866236]}";Kandelaberleuchte
47.4344801603,9.39749000374;"{""type"": ""Point"", ""coordinates"": [9.39749000374171, 47.434480160344116]}";Kandelaberleuchte
47.4346151801,9.39804714396;"{""type"": ""Point"", ""coordinates"": [9.398047143959568, 47.434615180083746]}";Kandelaberleuchte
47.4358014355,9.39996122769;"{""type"": ""Point"", ""coordinates"": [9.399961227685441, 47.43580143551825]}";Kandelaberleuchte
47.4359737066,9.39838372758;"{""type"": ""Point"", ""coordinates"": [9.398383727575624, 47.43597370663538]}";Kandelaberleuchte
47.4365211978,9.39941534474;"{""type"": ""Point"", ""coordinates"": [9.39941534473679, 47.4365211978414]}";Kandelaberleuchte
47.4354049772,9.39680602741;"{""type"": ""Point"", ""coordinates"": [9.396806027408962, 47.43540497717454]}";Kandelaberleuchte
47.4494553967,9.417193952;"{""type"": ""Point"", ""coordinates"": [9.417193951995094, 47.449455396692784]}";Kandelaberleuchte
47.4497632739,9.42010741296;"{""type"": ""Point"", ""coordinates"": [9.420107412962878, 47.44976327386942]}";Kandelaberleuchte
47.4374313983,9.38368077581;"{""type"": ""Point"", ""coordinates"": [9.383680775805606, 47.43743139834683]}";Beleuchtungsmast
47.438214785,9.38349916609;"{""type"": ""Point"", ""coordinates"": [9.383499166088423, 47.43821478496908]}";Kandelaberleuchte
47.4385603814,9.38359267338;"{""type"": ""Point"", ""coordinates"": [9.383592673375352, 47.438560381365335]}";Kandelaberleuchte
47.4389153388,9.38367307795;"{""type"": ""Point"", ""coordinates"": [9.383673077954164, 47.43891533880652]}";Kandelaberleuchte
47.4402742421,9.38400587291;"{""type"": ""Point"", ""coordinates"": [9.38400587290838, 47.4402742421416]}";Kandelaberleuchte
47.4397849772,9.38476220738;"{""type"": ""Point"", ""coordinates"": [9.384762207377051, 47.43978497719446]}";Kandelaberleuchte
47.4399321206,9.38388231826;"{""type"": ""Point"", ""coordinates"": [9.383882318255035, 47.439932120623716]}";Kandelaberleuchte
47.4406781462,9.38474987974;"{""type"": ""Point"", ""coordinates"": [9.384749879737544, 47.440678146176126]}";Kandelaberleuchte
47.4395296432,9.3865582992;"{""type"": ""Point"", ""coordinates"": [9.386558299196988, 47.439529643233385]}";Kandelaberleuchte
47.4400333059,9.38764868363;"{""type"": ""Point"", ""coordinates"": [9.387648683634843, 47.44003330591465]}";Kandelaberleuchte
47.437200664,9.38465376931;"{""type"": ""Point"", ""coordinates"": [9.384653769310813, 47.43720066399284]}";Kandelaberleuchte
47.4269145715,9.37244298544;"{""type"": ""Point"", ""coordinates"": [9.372442985438571, 47.42691457151756]}";Kandelaberleuchte
47.4265482711,9.37283136518;"{""type"": ""Point"", ""coordinates"": [9.372831365176015, 47.42654827108602]}";Kandelaberleuchte
47.426687025,9.37366951211;"{""type"": ""Point"", ""coordinates"": [9.373669512108295, 47.42668702497038]}";Inselpfosten
47.428365061,9.37861226495;"{""type"": ""Point"", ""coordinates"": [9.378612264949627, 47.42836506103844]}";Kandelaberleuchte
47.4074832209,9.30796665278;"{""type"": ""Point"", ""coordinates"": [9.307966652778315, 47.40748322093339]}";Kandelaberleuchte
47.4157407867,9.40217269166;"{""type"": ""Point"", ""coordinates"": [9.402172691658146, 47.41574078666947]}";Kandelaberleuchte
47.4149726224,9.40067943141;"{""type"": ""Point"", ""coordinates"": [9.400679431410571, 47.41497262244384]}";Kandelaberleuchte
47.4164260563,9.38289627221;"{""type"": ""Point"", ""coordinates"": [9.382896272208747, 47.41642605630032]}";Kandelaberleuchte
47.417267888,9.38285338577;"{""type"": ""Point"", ""coordinates"": [9.382853385772467, 47.4172678880339]}";Kandelaberleuchte
47.4341842229,9.38684992001;"{""type"": ""Point"", ""coordinates"": [9.38684992001298, 47.434184222857745]}";Kandelaberleuchte
47.430882601,9.38310588322;"{""type"": ""Point"", ""coordinates"": [9.383105883218137, 47.430882600981185]}";Kandelaberleuchte
47.4306899333,9.38254215598;"{""type"": ""Point"", ""coordinates"": [9.382542155978722, 47.430689933309154]}";Kandelaberleuchte
47.4334229855,9.37208918766;"{""type"": ""Point"", ""coordinates"": [9.372089187659776, 47.43342298551299]}";Kandelaberleuchte
47.4321693752,9.38027955371;"{""type"": ""Point"", ""coordinates"": [9.380279553708123, 47.43216937524217]}";Kandelaberleuchte
47.430662769,9.37762380208;"{""type"": ""Point"", ""coordinates"": [9.377623802082116, 47.43066276902724]}";Kandelaberleuchte
47.4302363232,9.37768362632;"{""type"": ""Point"", ""coordinates"": [9.377683626315546, 47.430236323214416]}";Kandelaberleuchte
47.4300011056,9.3774173266;"{""type"": ""Point"", ""coordinates"": [9.377417326596186, 47.43000110562299]}";Kandelaberleuchte
47.4224132991,9.35105068655;"{""type"": ""Point"", ""coordinates"": [9.351050686554569, 47.42241329907225]}";Kandelaberleuchte
47.4224987869,9.35151871323;"{""type"": ""Point"", ""coordinates"": [9.351518713225957, 47.422498786899645]}";Kandelaberleuchte
47.4216268583,9.34798886034;"{""type"": ""Point"", ""coordinates"": [9.347988860340141, 47.421626858292655]}";Kandelaberleuchte
47.4207477433,9.34896341364;"{""type"": ""Point"", ""coordinates"": [9.348963413639568, 47.42074774332694]}";Kandelaberleuchte
47.4222233248,9.34952882099;"{""type"": ""Point"", ""coordinates"": [9.349528820987935, 47.422223324803966]}";Kandelaberleuchte
47.4361362607,9.38819028392;"{""type"": ""Point"", ""coordinates"": [9.388190283916883, 47.43613626071906]}";Kandelaberleuchte
47.4073399307,9.309288975;"{""type"": ""Point"", ""coordinates"": [9.30928897500116, 47.40733993068209]}";Kandelaberleuchte
47.4185098618,9.38275880789;"{""type"": ""Point"", ""coordinates"": [9.382758807887239, 47.41850986175394]}";Kandelaberleuchte
47.418870175,9.38366090319;"{""type"": ""Point"", ""coordinates"": [9.383660903188952, 47.41887017499767]}";Kandelaberleuchte
47.4229199796,9.38085116075;"{""type"": ""Point"", ""coordinates"": [9.38085116074858, 47.422919979608096]}";Kandelaberleuchte
47.442996956,9.38842683965;"{""type"": ""Point"", ""coordinates"": [9.388426839648533, 47.442996956033724]}";Kandelaberleuchte
47.4147448978,9.40038976038;"{""type"": ""Point"", ""coordinates"": [9.400389760378351, 47.41474489782723]}";Kandelaberleuchte
47.4434867195,9.40254602769;"{""type"": ""Point"", ""coordinates"": [9.402546027688555, 47.44348671953052]}";Kandelaberleuchte
47.4414506363,9.40280828425;"{""type"": ""Point"", ""coordinates"": [9.402808284254016, 47.44145063630994]}";Kandelaberleuchte
47.4387725879,9.40596273987;"{""type"": ""Point"", ""coordinates"": [9.405962739865629, 47.43877258793599]}";Kandelaberleuchte
47.4397783166,9.40585632151;"{""type"": ""Point"", ""coordinates"": [9.405856321508125, 47.439778316577936]}";Kandelaberleuchte
47.4376130863,9.38828829579;"{""type"": ""Point"", ""coordinates"": [9.388288295793211, 47.43761308627797]}";Kandelaberleuchte
47.4150312231,9.39004583665;"{""type"": ""Point"", ""coordinates"": [9.390045836647058, 47.4150312230613]}";Kandelaberleuchte
47.4304371029,9.3768491605;"{""type"": ""Point"", ""coordinates"": [9.376849160498159, 47.4304371029259]}";Kandelaberleuchte
47.4083124314,9.33537333292;"{""type"": ""Point"", ""coordinates"": [9.335373332924291, 47.40831243139994]}";Kandelaberleuchte
47.4207240067,9.36563121468;"{""type"": ""Point"", ""coordinates"": [9.365631214676808, 47.42072400668892]}";Kandelaberleuchte
47.4196401875,9.3647595984;"{""type"": ""Point"", ""coordinates"": [9.364759598399308, 47.419640187454654]}";Kandelaberleuchte
47.4202661688,9.38587354021;"{""type"": ""Point"", ""coordinates"": [9.385873540209813, 47.42026616879023]}";Kandelaberleuchte
47.423895271,9.36323994421;"{""type"": ""Point"", ""coordinates"": [9.363239944211152, 47.4238952709545]}";Kandelaberleuchte
47.4232569517,9.36135496885;"{""type"": ""Point"", ""coordinates"": [9.361354968848733, 47.42325695167144]}";Kandelaberleuchte
47.4234343223,9.35833148313;"{""type"": ""Point"", ""coordinates"": [9.358331483132579, 47.42343432232687]}";Kandelaberleuchte
47.4229555508,9.35781676378;"{""type"": ""Point"", ""coordinates"": [9.357816763780443, 47.422955550771036]}";Kandelaberleuchte
47.422887258,9.35934592196;"{""type"": ""Point"", ""coordinates"": [9.359345921960696, 47.42288725799349]}";Kandelaberleuchte
47.4173988785,9.36120862658;"{""type"": ""Point"", ""coordinates"": [9.361208626578037, 47.41739887845955]}";Kandelaberleuchte
47.4187516614,9.36274358666;"{""type"": ""Point"", ""coordinates"": [9.362743586657697, 47.41875166142963]}";Kandelaberleuchte
47.4172222675,9.36085353159;"{""type"": ""Point"", ""coordinates"": [9.360853531591012, 47.41722226749575]}";Kandelaberleuchte
47.4170380701,9.36047091324;"{""type"": ""Point"", ""coordinates"": [9.360470913238835, 47.41703807010821]}";Kandelaberleuchte
47.4373928227,9.37831831617;"{""type"": ""Point"", ""coordinates"": [9.378318316165597, 47.43739282267696]}";Kandelaberleuchte
47.434061028,9.37851469021;"{""type"": ""Point"", ""coordinates"": [9.37851469021064, 47.434061027985024]}";Kandelaberleuchte
47.4222872363,9.34602773018;"{""type"": ""Point"", ""coordinates"": [9.346027730182016, 47.42228723633197]}";Kandelaberleuchte
47.422128741,9.345877782;"{""type"": ""Point"", ""coordinates"": [9.34587778199873, 47.4221287410492]}";Kandelaberleuchte
47.440987109,9.3868312731;"{""type"": ""Point"", ""coordinates"": [9.38683127310288, 47.44098710895468]}";Kandelaberleuchte
47.4416003328,9.38707309471;"{""type"": ""Point"", ""coordinates"": [9.387073094707468, 47.44160033277612]}";Kandelaberleuchte
47.4418184781,9.38693488962;"{""type"": ""Point"", ""coordinates"": [9.386934889620807, 47.44181847812846]}";Kandelaberleuchte
47.4380676214,9.40312385701;"{""type"": ""Point"", ""coordinates"": [9.403123857012298, 47.4380676214443]}";Kandelaberleuchte
47.4386126643,9.40232782712;"{""type"": ""Point"", ""coordinates"": [9.402327827116176, 47.438612664331984]}";Kandelaberleuchte
47.4382631746,9.4022243729;"{""type"": ""Point"", ""coordinates"": [9.402224372899676, 47.4382631746116]}";Kandelaberleuchte
47.4380696337,9.4014636507;"{""type"": ""Point"", ""coordinates"": [9.401463650703525, 47.438069633727956]}";Kandelaberleuchte
47.4376461107,9.40084544928;"{""type"": ""Point"", ""coordinates"": [9.40084544927978, 47.437646110723925]}";Kandelaberleuchte
47.43530146,9.3801499335;"{""type"": ""Point"", ""coordinates"": [9.380149933501093, 47.43530145996335]}";Kandelaberleuchte
47.4402192678,9.37425999142;"{""type"": ""Point"", ""coordinates"": [9.374259991424264, 47.44021926781715]}";Kandelaberleuchte
47.4317768859,9.38515101346;"{""type"": ""Point"", ""coordinates"": [9.38515101345604, 47.431776885946555]}";Unbekannt
47.4363931137,9.37803419351;"{""type"": ""Point"", ""coordinates"": [9.378034193506057, 47.436393113739605]}";Kandelaberleuchte
47.4366649607,9.37820851191;"{""type"": ""Point"", ""coordinates"": [9.378208511911751, 47.43666496066583]}";Kandelaberleuchte
47.4369828847,9.37836808309;"{""type"": ""Point"", ""coordinates"": [9.37836808308582, 47.43698288468697]}";Kandelaberleuchte
47.4235406158,9.37741524548;"{""type"": ""Point"", ""coordinates"": [9.37741524548492, 47.42354061577909]}";Kandelaberleuchte
47.4386262145,9.37966467882;"{""type"": ""Point"", ""coordinates"": [9.37966467881521, 47.438626214489204]}";Kandelaberleuchte
47.4117934853,9.36350718152;"{""type"": ""Point"", ""coordinates"": [9.363507181523998, 47.41179348526451]}";Kandelaberleuchte
47.4083164514,9.31117892839;"{""type"": ""Point"", ""coordinates"": [9.311178928388937, 47.40831645135809]}";Kandelaberleuchte
47.4105933326,9.36325066204;"{""type"": ""Point"", ""coordinates"": [9.36325066203857, 47.41059333263351]}";Kandelaberleuchte
47.4047686603,9.31138363154;"{""type"": ""Point"", ""coordinates"": [9.311383631536383, 47.40476866026378]}";Deckenleuchte
47.4048624179,9.30933605964;"{""type"": ""Point"", ""coordinates"": [9.309336059636141, 47.40486241786805]}";Kandelaberleuchte
47.41013256,9.36628891017;"{""type"": ""Point"", ""coordinates"": [9.366288910169555, 47.410132559987]}";Kandelaberleuchte
47.4398703964,9.40248747834;"{""type"": ""Point"", ""coordinates"": [9.402487478344108, 47.43987039639964]}";Kandelaberleuchte
47.4368957981,9.40547120083;"{""type"": ""Point"", ""coordinates"": [9.405471200832686, 47.43689579806935]}";Kandelaberleuchte
47.436949811,9.40537626486;"{""type"": ""Point"", ""coordinates"": [9.405376264861582, 47.43694981097199]}";Kandelaberleuchte
47.4411583501,9.40835063011;"{""type"": ""Point"", ""coordinates"": [9.408350630108908, 47.44115835009702]}";Kandelaberleuchte
47.4420197031,9.40694183996;"{""type"": ""Point"", ""coordinates"": [9.406941839959238, 47.44201970308354]}";Kandelaberleuchte
47.4420429835,9.4092708709;"{""type"": ""Point"", ""coordinates"": [9.40927087089949, 47.44204298345796]}";Kandelaberleuchte
47.4432016664,9.40799798424;"{""type"": ""Point"", ""coordinates"": [9.40799798423515, 47.4432016664325]}";Kandelaberleuchte
47.4406517676,9.39101184551;"{""type"": ""Point"", ""coordinates"": [9.39101184551161, 47.44065176755111]}";Kandelaberleuchte
47.4408872845,9.39138432039;"{""type"": ""Point"", ""coordinates"": [9.391384320394156, 47.440887284488625]}";Kandelaberleuchte
47.4329859332,9.39354527002;"{""type"": ""Point"", ""coordinates"": [9.39354527001573, 47.432985933162264]}";Kandelaberleuchte
47.4327677648,9.39367631728;"{""type"": ""Point"", ""coordinates"": [9.393676317276478, 47.43276776484534]}";Kandelaberleuchte
47.4328433541,9.38173584868;"{""type"": ""Point"", ""coordinates"": [9.381735848682128, 47.432843354110865]}";Kandelaberleuchte
47.4371253409,9.38920394397;"{""type"": ""Point"", ""coordinates"": [9.389203943969838, 47.43712534093662]}";Kandelaberleuchte
47.4144170014,9.39914424493;"{""type"": ""Point"", ""coordinates"": [9.399144244932156, 47.41441700143934]}";Kandelaberleuchte
47.4140751503,9.39542128332;"{""type"": ""Point"", ""coordinates"": [9.395421283321067, 47.41407515029107]}";Kandelaberleuchte
47.4138561301,9.3939612001;"{""type"": ""Point"", ""coordinates"": [9.393961200097817, 47.41385613011891]}";Kandelaberleuchte
47.4144938658,9.39295533478;"{""type"": ""Point"", ""coordinates"": [9.392955334783023, 47.41449386578893]}";Kandelaberleuchte
47.4146779027,9.39734701844;"{""type"": ""Point"", ""coordinates"": [9.397347018440438, 47.41467790269338]}";Kandelaberleuchte
47.4150895963,9.39600996942;"{""type"": ""Point"", ""coordinates"": [9.396009969424064, 47.415089596343215]}";Kandelaberleuchte
47.4152401846,9.39553563908;"{""type"": ""Point"", ""coordinates"": [9.39553563908413, 47.41524018463517]}";Kandelaberleuchte
47.4154025055,9.39845124409;"{""type"": ""Point"", ""coordinates"": [9.398451244087322, 47.41540250554381]}";Kandelaberleuchte
47.4155948204,9.39684035364;"{""type"": ""Point"", ""coordinates"": [9.39684035363703, 47.41559482037622]}";Kandelaberleuchte
47.4158983244,9.39124153643;"{""type"": ""Point"", ""coordinates"": [9.391241536431249, 47.41589832438298]}";Kandelaberleuchte
47.4200101663,9.37308519241;"{""type"": ""Point"", ""coordinates"": [9.37308519241251, 47.420010166331494]}";Kandelaberleuchte
47.4201781271,9.37334590243;"{""type"": ""Point"", ""coordinates"": [9.373345902433389, 47.42017812711756]}";Kandelaberleuchte
47.4209498928,9.37357011746;"{""type"": ""Point"", ""coordinates"": [9.373570117462638, 47.42094989282864]}";Kandelaberleuchte
47.4405837727,9.39759287267;"{""type"": ""Point"", ""coordinates"": [9.397592872669158, 47.44058377268544]}";Kandelaberleuchte
47.4396887934,9.39802385559;"{""type"": ""Point"", ""coordinates"": [9.398023855588995, 47.43968879341037]}";Kandelaberleuchte
47.4395065916,9.39841857818;"{""type"": ""Point"", ""coordinates"": [9.398418578179864, 47.43950659162702]}";Kandelaberleuchte
47.4393159074,9.39882159269;"{""type"": ""Point"", ""coordinates"": [9.398821592687913, 47.439315907425744]}";Kandelaberleuchte
47.4391489025,9.39923038243;"{""type"": ""Point"", ""coordinates"": [9.399230382428296, 47.43914890247164]}";Kandelaberleuchte
47.4267227232,9.37876929666;"{""type"": ""Point"", ""coordinates"": [9.378769296656754, 47.42672272317893]}";Kandelaberleuchte
47.429430344,9.37727375002;"{""type"": ""Point"", ""coordinates"": [9.377273750018487, 47.4294303439938]}";Kandelaberleuchte
47.4288908406,9.37794403702;"{""type"": ""Point"", ""coordinates"": [9.377944037016558, 47.42889084060199]}";Kandelaberleuchte
47.4285376842,9.37727282819;"{""type"": ""Point"", ""coordinates"": [9.377272828194707, 47.428537684156204]}";Kandelaberleuchte
47.4284760294,9.37730926945;"{""type"": ""Point"", ""coordinates"": [9.37730926945477, 47.4284760294367]}";Kandelaberleuchte
