Geo Point;Geo Shape;TYP
47.4124638448,9.36544199082;"{""type"": ""Point"", ""coordinates"": [9.365441990817313, 47.41246384477701]}";Inselpfosten
47.4284449155,9.37254450219;"{""type"": ""Point"", ""coordinates"": [9.372544502186338, 47.428444915460275]}";Kandelaberleuchte
47.4285223035,9.37286830336;"{""type"": ""Point"", ""coordinates"": [9.372868303364703, 47.428522303458784]}";Kandelaberleuchte
47.4279025176,9.37171829272;"{""type"": ""Point"", ""coordinates"": [9.371718292716361, 47.427902517599435]}";Kandelaberleuchte
47.4296381768,9.37499726247;"{""type"": ""Point"", ""coordinates"": [9.374997262465712, 47.429638176806215]}";Kandelaberleuchte
47.429820208,9.37531418325;"{""type"": ""Point"", ""coordinates"": [9.37531418324684, 47.42982020795725]}";Kandelaberleuchte
47.4281467001,9.37370000329;"{""type"": ""Point"", ""coordinates"": [9.373700003294488, 47.42814670006796]}";Kandelaberleuchte
47.4080826785,9.33412139105;"{""type"": ""Point"", ""coordinates"": [9.334121391052884, 47.4080826785127]}";Kandelaberleuchte
47.4213883468,9.38066309663;"{""type"": ""Point"", ""coordinates"": [9.38066309663159, 47.421388346802765]}";Kandelaberleuchte
47.4259035853,9.39388636246;"{""type"": ""Point"", ""coordinates"": [9.393886362455758, 47.42590358532595]}";Kandelaberleuchte
47.4259917614,9.39348956778;"{""type"": ""Point"", ""coordinates"": [9.393489567777086, 47.42599176141848]}";Kandelaberleuchte
47.4274076334,9.39269874696;"{""type"": ""Point"", ""coordinates"": [9.392698746955489, 47.42740763336149]}";Kandelaberleuchte
47.4065482723,9.30654723202;"{""type"": ""Point"", ""coordinates"": [9.306547232019227, 47.406548272255606]}";Kandelaberleuchte
47.4056039669,9.30590957521;"{""type"": ""Point"", ""coordinates"": [9.305909575205956, 47.40560396688758]}";Kandelaberleuchte
47.4037211187,9.30440437862;"{""type"": ""Point"", ""coordinates"": [9.30440437861995, 47.40372111869872]}";Kandelaberleuchte
47.4034689408,9.30442111818;"{""type"": ""Point"", ""coordinates"": [9.304421118181759, 47.40346894078854]}";Kandelaberleuchte
47.4035416962,9.3032877754;"{""type"": ""Point"", ""coordinates"": [9.303287775404526, 47.40354169622145]}";Kandelaberleuchte
47.4113109818,9.30434935689;"{""type"": ""Point"", ""coordinates"": [9.304349356887423, 47.4113109817972]}";Kandelaberleuchte
47.4039741473,9.30761945906;"{""type"": ""Point"", ""coordinates"": [9.30761945906493, 47.4039741472843]}";Kandelaberleuchte
47.4080071169,9.33364520738;"{""type"": ""Point"", ""coordinates"": [9.333645207377316, 47.408007116898]}";Kandelaberleuchte
47.4070944356,9.33699814355;"{""type"": ""Point"", ""coordinates"": [9.336998143548723, 47.4070944356429]}";Kandelaberleuchte
47.4194046677,9.38268267143;"{""type"": ""Point"", ""coordinates"": [9.38268267143241, 47.41940466772695]}";Kandelaberleuchte
47.420554756,9.38127138695;"{""type"": ""Point"", ""coordinates"": [9.381271386953172, 47.42055475602585]}";Kandelaberleuchte
47.4260652979,9.39244029225;"{""type"": ""Point"", ""coordinates"": [9.392440292251246, 47.426065297919784]}";Kandelaberleuchte
47.4251706639,9.3899476905;"{""type"": ""Point"", ""coordinates"": [9.389947690500952, 47.42517066392617]}";Kandelaberleuchte
47.4404403084,9.39416014992;"{""type"": ""Point"", ""coordinates"": [9.394160149916168, 47.44044030836307]}";Kandelaberleuchte
47.4421596904,9.40195386825;"{""type"": ""Point"", ""coordinates"": [9.401953868249096, 47.44215969039962]}";Kandelaberleuchte
47.4267686376,9.38174019374;"{""type"": ""Point"", ""coordinates"": [9.381740193742637, 47.426768637643434]}";Kandelaberleuchte
47.426746021,9.38144467812;"{""type"": ""Point"", ""coordinates"": [9.381444678120717, 47.42674602103209]}";Kandelaberleuchte
47.4262245731,9.38086546338;"{""type"": ""Point"", ""coordinates"": [9.380865463381639, 47.42622457314257]}";Beleuchtungsmast
47.4348900403,9.39015577298;"{""type"": ""Point"", ""coordinates"": [9.39015577297633, 47.434890040276024]}";Kandelaberleuchte
47.4345621881,9.39007942811;"{""type"": ""Point"", ""coordinates"": [9.390079428112713, 47.43456218808237]}";Kandelaberleuchte
47.4339965446,9.39033958694;"{""type"": ""Point"", ""coordinates"": [9.39033958693505, 47.43399654457483]}";Kandelaberleuchte
47.4349596255,9.39157785264;"{""type"": ""Point"", ""coordinates"": [9.391577852639633, 47.43495962545119]}";Kandelaberleuchte
47.4327392657,9.39122036912;"{""type"": ""Point"", ""coordinates"": [9.39122036912255, 47.432739265704654]}";Kandelaberleuchte
47.4326780513,9.39137691444;"{""type"": ""Point"", ""coordinates"": [9.391376914440038, 47.4326780513072]}";Kandelaberleuchte
47.4332230481,9.39070935455;"{""type"": ""Point"", ""coordinates"": [9.39070935454808, 47.43322304810397]}";Kandelaberleuchte
47.4313181968,9.39249839065;"{""type"": ""Point"", ""coordinates"": [9.392498390650971, 47.431318196768444]}";Kandelaberleuchte
47.4317341595,9.39236949816;"{""type"": ""Point"", ""coordinates"": [9.392369498163733, 47.431734159471766]}";Kandelaberleuchte
47.4318916321,9.39132383448;"{""type"": ""Point"", ""coordinates"": [9.391323834480936, 47.43189163212609]}";Kandelaberleuchte
47.4316029165,9.39146531956;"{""type"": ""Point"", ""coordinates"": [9.391465319557945, 47.431602916459646]}";Kandelaberleuchte
47.4328038818,9.39233203981;"{""type"": ""Point"", ""coordinates"": [9.392332039811548, 47.432803881798705]}";Kandelaberleuchte
47.4322190693,9.39456670949;"{""type"": ""Point"", ""coordinates"": [9.39456670948733, 47.432219069252525]}";Kandelaberleuchte
47.4325255685,9.3949615333;"{""type"": ""Point"", ""coordinates"": [9.394961533304981, 47.43252556846851]}";Kandelaberleuchte
47.434288047,9.39554139153;"{""type"": ""Point"", ""coordinates"": [9.395541391529648, 47.43428804699239]}";Kandelaberleuchte
47.4331762368,9.39172398367;"{""type"": ""Point"", ""coordinates"": [9.391723983672538, 47.43317623681195]}";Kandelaberleuchte
47.4338044736,9.39237057724;"{""type"": ""Point"", ""coordinates"": [9.392370577237047, 47.43380447362314]}";Kandelaberleuchte
47.4263676381,9.37179862072;"{""type"": ""Point"", ""coordinates"": [9.371798620720444, 47.426367638091854]}";Kandelaberleuchte
47.425323232,9.36938106193;"{""type"": ""Point"", ""coordinates"": [9.36938106193005, 47.42532323197664]}";Kandelaberleuchte
47.4245682278,9.36858278028;"{""type"": ""Point"", ""coordinates"": [9.368582780284532, 47.42456822783968]}";Kandelaberleuchte
47.4254501597,9.36904389488;"{""type"": ""Point"", ""coordinates"": [9.369043894875144, 47.4254501597388]}";Kandelaberleuchte
47.4303334064,9.37536778101;"{""type"": ""Point"", ""coordinates"": [9.375367781012816, 47.43033340635989]}";Kandelaberleuchte
47.4297614703,9.37392826236;"{""type"": ""Point"", ""coordinates"": [9.373928262364197, 47.42976147032334]}";Kandelaberleuchte
47.4291896802,9.37349067346;"{""type"": ""Point"", ""coordinates"": [9.373490673456024, 47.429189680173415]}";Kandelaberleuchte
47.4148205759,9.39759962669;"{""type"": ""Point"", ""coordinates"": [9.397599626694136, 47.41482057586248]}";Kandelaberleuchte
47.4234061084,9.37818439392;"{""type"": ""Point"", ""coordinates"": [9.37818439392473, 47.42340610842497]}";Kandelaberleuchte
47.4419760586,9.38556875367;"{""type"": ""Point"", ""coordinates"": [9.38556875366599, 47.4419760586487]}";Kandelaberleuchte
47.4431138978,9.38713008613;"{""type"": ""Point"", ""coordinates"": [9.387130086133391, 47.44311389783803]}";Kandelaberleuchte
47.4428793984,9.38680052688;"{""type"": ""Point"", ""coordinates"": [9.386800526884038, 47.44287939841634]}";Kandelaberleuchte
47.4153968209,9.40118951069;"{""type"": ""Point"", ""coordinates"": [9.401189510691298, 47.41539682087321]}";Kandelaberleuchte
47.4182894571,9.38580498327;"{""type"": ""Point"", ""coordinates"": [9.385804983266052, 47.41828945712426]}";Kandelaberleuchte
47.4356885467,9.39578786485;"{""type"": ""Point"", ""coordinates"": [9.395787864852995, 47.435688546650844]}";Kandelaberleuchte
47.4168296838,9.39039220224;"{""type"": ""Point"", ""coordinates"": [9.390392202244415, 47.41682968378239]}";Kandelaberleuchte
47.4379288205,9.39449505176;"{""type"": ""Point"", ""coordinates"": [9.39449505176246, 47.43792882045741]}";Kandelaberleuchte
47.437324209,9.39483772548;"{""type"": ""Point"", ""coordinates"": [9.394837725479885, 47.43732420898943]}";Kandelaberleuchte
47.4372353031,9.39527940481;"{""type"": ""Point"", ""coordinates"": [9.395279404809518, 47.43723530310985]}";Kandelaberleuchte
47.4361480365,9.39517931773;"{""type"": ""Point"", ""coordinates"": [9.395179317733103, 47.43614803649745]}";Kandelaberleuchte
47.4371447482,9.39600808027;"{""type"": ""Point"", ""coordinates"": [9.396008080265153, 47.43714474818261]}";Kandelaberleuchte
47.437443601,9.40260953684;"{""type"": ""Point"", ""coordinates"": [9.402609536844276, 47.43744360102266]}";Kandelaberleuchte
47.4367785781,9.40153379216;"{""type"": ""Point"", ""coordinates"": [9.401533792155522, 47.43677857806672]}";Kandelaberleuchte
47.4069932888,9.30645188161;"{""type"": ""Point"", ""coordinates"": [9.306451881612325, 47.40699328876843]}";Kandelaberleuchte
47.4233544798,9.37780081159;"{""type"": ""Point"", ""coordinates"": [9.377800811592136, 47.423354479783505]}";Kandelaberleuchte
47.4216589714,9.36539725919;"{""type"": ""Point"", ""coordinates"": [9.365397259187583, 47.42165897137413]}";Kandelaberleuchte
47.4213889806,9.36564631342;"{""type"": ""Point"", ""coordinates"": [9.365646313419653, 47.42138898059968]}";Kandelaberleuchte
47.4290054654,9.37389237958;"{""type"": ""Point"", ""coordinates"": [9.37389237958157, 47.42900546535256]}";Kandelaberleuchte
47.4292009638,9.37557839755;"{""type"": ""Point"", ""coordinates"": [9.375578397550143, 47.42920096378755]}";Kandelaberleuchte
47.4294077545,9.37576099851;"{""type"": ""Point"", ""coordinates"": [9.375760998513083, 47.42940775454966]}";Kandelaberleuchte
47.4296271514,9.37595477242;"{""type"": ""Point"", ""coordinates"": [9.375954772419036, 47.429627151375605]}";Kandelaberleuchte
47.4356065772,9.3722169747;"{""type"": ""Point"", ""coordinates"": [9.372216974701551, 47.43560657719412]}";Kandelaberleuchte
47.4358667368,9.37210677158;"{""type"": ""Point"", ""coordinates"": [9.372106771583866, 47.43586673678134]}";Kandelaberleuchte
47.4365477711,9.37276749189;"{""type"": ""Point"", ""coordinates"": [9.37276749188509, 47.43654777114953]}";Kandelaberleuchte
47.4375018079,9.37285417475;"{""type"": ""Point"", ""coordinates"": [9.372854174749055, 47.4375018078612]}";Kandelaberleuchte
47.436878384,9.37409525315;"{""type"": ""Point"", ""coordinates"": [9.374095253147368, 47.436878383983725]}";Kandelaberleuchte
47.4374300054,9.37405544698;"{""type"": ""Point"", ""coordinates"": [9.374055446977229, 47.43743000544295]}";Kandelaberleuchte
47.4361100313,9.37664954023;"{""type"": ""Point"", ""coordinates"": [9.376649540227394, 47.43611003130143]}";Kandelaberleuchte
47.4358668647,9.37549979443;"{""type"": ""Point"", ""coordinates"": [9.37549979443433, 47.43586686469233]}";Kandelaberleuchte
47.4355952306,9.38848607333;"{""type"": ""Point"", ""coordinates"": [9.388486073329544, 47.43559523062571]}";Kandelaberleuchte
47.4368810259,9.37533144137;"{""type"": ""Point"", ""coordinates"": [9.375331441366594, 47.43688102588658]}";Kandelaberleuchte
47.4349110677,9.38767454901;"{""type"": ""Point"", ""coordinates"": [9.387674549010761, 47.43491106767596]}";Kandelaberleuchte
47.4345523256,9.38897183899;"{""type"": ""Point"", ""coordinates"": [9.388971838993731, 47.434552325596265]}";Kandelaberleuchte
47.4360062327,9.39005943998;"{""type"": ""Point"", ""coordinates"": [9.390059439978955, 47.436006232716]}";Kandelaberleuchte
47.4353265588,9.38995324716;"{""type"": ""Point"", ""coordinates"": [9.38995324715738, 47.435326558835925]}";Kandelaberleuchte
47.4212447645,9.37661487371;"{""type"": ""Point"", ""coordinates"": [9.37661487370659, 47.42124476445816]}";Kandelaberleuchte
47.4329395295,9.39285508206;"{""type"": ""Point"", ""coordinates"": [9.392855082064466, 47.43293952948832]}";Kandelaberleuchte
47.4209853655,9.3757435158;"{""type"": ""Point"", ""coordinates"": [9.375743515800028, 47.42098536545409]}";Kandelaberleuchte
47.4051626384,9.30712398232;"{""type"": ""Point"", ""coordinates"": [9.307123982318043, 47.405162638440856]}";Kandelaberleuchte
47.4070555985,9.30684869684;"{""type"": ""Point"", ""coordinates"": [9.306848696842662, 47.407055598501735]}";Kandelaberleuchte
47.4173979106,9.38453757721;"{""type"": ""Point"", ""coordinates"": [9.384537577214743, 47.4173979105795]}";Kandelaberleuchte
47.4314325918,9.39853610767;"{""type"": ""Point"", ""coordinates"": [9.398536107674099, 47.4314325917552]}";Kandelaberleuchte
47.4309560642,9.39820860962;"{""type"": ""Point"", ""coordinates"": [9.398208609624218, 47.43095606421047]}";Kandelaberleuchte
47.4308590176,9.39611546822;"{""type"": ""Point"", ""coordinates"": [9.396115468222321, 47.43085901762361]}";Kandelaberleuchte
47.4325137591,9.39763163857;"{""type"": ""Point"", ""coordinates"": [9.397631638574772, 47.43251375908838]}";Kandelaberleuchte
47.4318394812,9.39807839799;"{""type"": ""Point"", ""coordinates"": [9.398078397991737, 47.43183948123989]}";Kandelaberleuchte
47.4321306481,9.39861587278;"{""type"": ""Point"", ""coordinates"": [9.398615872784683, 47.432130648115056]}";Kandelaberleuchte
47.4321841268,9.3998033843;"{""type"": ""Point"", ""coordinates"": [9.399803384299576, 47.43218412684601]}";Kandelaberleuchte
47.421531422,9.37634448962;"{""type"": ""Point"", ""coordinates"": [9.376344489623376, 47.42153142195273]}";Kandelaberleuchte
47.4426548895,9.38946027185;"{""type"": ""Point"", ""coordinates"": [9.38946027185172, 47.44265488954117]}";Kandelaberleuchte
47.4402837067,9.38852464696;"{""type"": ""Point"", ""coordinates"": [9.388524646960805, 47.440283706705856]}";Kandelaberleuchte
47.4424513451,9.3893152605;"{""type"": ""Point"", ""coordinates"": [9.389315260495252, 47.4424513450695]}";Kandelaberleuchte
47.4421727455,9.3889886018;"{""type"": ""Point"", ""coordinates"": [9.388988601802366, 47.44217274549023]}";Kandelaberleuchte
47.4226320652,9.36004942106;"{""type"": ""Point"", ""coordinates"": [9.360049421057859, 47.42263206522121]}";Kandelaberleuchte
47.4217521152,9.36049736188;"{""type"": ""Point"", ""coordinates"": [9.360497361881892, 47.421752115187026]}";Kandelaberleuchte
47.4214592447,9.36082338912;"{""type"": ""Point"", ""coordinates"": [9.3608233891191, 47.42145924465753]}";Kandelaberleuchte
47.4220028719,9.36441456722;"{""type"": ""Point"", ""coordinates"": [9.364414567221898, 47.42200287191627]}";Kandelaberleuchte
47.4279449329,9.38238909094;"{""type"": ""Point"", ""coordinates"": [9.382389090937608, 47.427944932924184]}";Kandelaberleuchte
47.4278956998,9.3836475608;"{""type"": ""Point"", ""coordinates"": [9.383647560796648, 47.42789569976496]}";Kandelaberleuchte
47.4273097346,9.38273315908;"{""type"": ""Point"", ""coordinates"": [9.382733159077409, 47.42730973457124]}";Kandelaberleuchte
47.4023036616,9.32691796318;"{""type"": ""Point"", ""coordinates"": [9.32691796318396, 47.402303661578365]}";Kandelaberleuchte
47.4036691627,9.32722517708;"{""type"": ""Point"", ""coordinates"": [9.327225177079514, 47.40366916268308]}";Kandelaberleuchte
47.403436053,9.32696615003;"{""type"": ""Point"", ""coordinates"": [9.326966150026447, 47.403436052957076]}";Kandelaberleuchte
47.4036342386,9.32553097875;"{""type"": ""Point"", ""coordinates"": [9.325530978750876, 47.40363423856612]}";Kandelaberleuchte
47.4038724619,9.3258048246;"{""type"": ""Point"", ""coordinates"": [9.325804824604162, 47.40387246192843]}";Kandelaberleuchte
47.4051028737,9.32738837841;"{""type"": ""Point"", ""coordinates"": [9.327388378407697, 47.405102873671325]}";Kandelaberleuchte
47.4048419613,9.3264915636;"{""type"": ""Point"", ""coordinates"": [9.326491563595564, 47.40484196131192]}";Kandelaberleuchte
47.4044227672,9.32525344086;"{""type"": ""Point"", ""coordinates"": [9.325253440856283, 47.404422767225164]}";Kandelaberleuchte
47.40413337,9.32441354936;"{""type"": ""Point"", ""coordinates"": [9.324413549363477, 47.404133370037464]}";Kandelaberleuchte
47.4085381386,9.3431050604;"{""type"": ""Point"", ""coordinates"": [9.343105060403397, 47.40853813858475]}";Kandelaberleuchte
47.4089864212,9.34424712404;"{""type"": ""Point"", ""coordinates"": [9.344247124037555, 47.40898642122965]}";Kandelaberleuchte
47.4142727431,9.36410884122;"{""type"": ""Point"", ""coordinates"": [9.364108841217172, 47.41427274313728]}";Kandelaberleuchte
47.4127554534,9.36395222776;"{""type"": ""Point"", ""coordinates"": [9.36395222775548, 47.41275545338041]}";Kandelaberleuchte
47.4215846395,9.36437983035;"{""type"": ""Point"", ""coordinates"": [9.364379830350078, 47.421584639484706]}";Kandelaberleuchte
47.4217868164,9.36428373209;"{""type"": ""Point"", ""coordinates"": [9.364283732092883, 47.42178681635]}";Kandelaberleuchte
47.4270760509,9.38478798267;"{""type"": ""Point"", ""coordinates"": [9.384787982671856, 47.42707605090056]}";Kandelaberleuchte
47.4267350336,9.38415583967;"{""type"": ""Point"", ""coordinates"": [9.384155839669615, 47.42673503363932]}";Kandelaberleuchte
47.4269111316,9.38373398846;"{""type"": ""Point"", ""coordinates"": [9.383733988462156, 47.426911131566726]}";Kandelaberleuchte
47.4062063062,9.34152691442;"{""type"": ""Point"", ""coordinates"": [9.34152691442087, 47.40620630619206]}";Kandelaberleuchte
47.4211272714,9.36020016207;"{""type"": ""Point"", ""coordinates"": [9.36020016206671, 47.42112727143859]}";Kandelaberleuchte
47.4211950295,9.36007230037;"{""type"": ""Point"", ""coordinates"": [9.360072300369518, 47.42119502954519]}";Kandelaberleuchte
47.421175994,9.3596733464;"{""type"": ""Point"", ""coordinates"": [9.35967334639837, 47.421175994020636]}";Kandelaberleuchte
47.4209254026,9.3593883255;"{""type"": ""Point"", ""coordinates"": [9.359388325499145, 47.420925402606485]}";Kandelaberleuchte
47.4209971268,9.36056514913;"{""type"": ""Point"", ""coordinates"": [9.360565149127654, 47.420997126849905]}";Kandelaberleuchte
47.4229575442,9.36249524738;"{""type"": ""Point"", ""coordinates"": [9.3624952473836, 47.42295754423776]}";Kandelaberleuchte
47.4159890994,9.38439047299;"{""type"": ""Point"", ""coordinates"": [9.384390472993354, 47.41598909939027]}";Kandelaberleuchte
